DRAINAGE POINT,Date,MonthlyOil (bbl),MonthlyGAS (scf),MonthlyWATER (bbl),CONDENSATE (M3),PROD_DAYS
WELL002T-RES2,8/31/1984,201.28,35315,484.33,,31
WELL002T-RES2,9/30/1984,150.96,0,251.6,,30
WELL002T-RES2,10/31/1984,7912.81991,706300,8692.78,,31
WELL002T-RES2,11/30/1984,4440.74,317835,7485.1,,30
WELL002T-RES2,12/31/1984,1484.44,141260,1528.47,,31
WELL002T-RES2,1/31/1985,1201.39,35315,660.45,,31
WELL002T-RES2,2/28/1985,559.81,35315,629,,28
WELL002T-RES2,3/31/1985,968.66,141260,874.31,,31
WELL002T-RES2,4/30/1985,0,0,0,,30
WELL002T-RES2,5/31/1985,0,0,0,,31
WELL002T-RES2,6/30/1985,0,0,0,,30
WELL002T-RES2,7/31/1985,0,0,0,,31
WELL002T-RES2,8/31/1985,0,0,0,,31
WELL002T-RES2,9/30/1985,0,0,0,,30
WELL002T-RES2,10/31/1985,0,0,0,,31
WELL002T-RES2,11/30/1985,0,0,0,,30
WELL002T-RES2,12/31/1985,0,0,0,,31
WELL002T-RES2,1/31/1986,0,0,0,,31
WELL002T-RES2,2/28/1986,0,0,0,,28
WELL002T-RES2,3/31/1986,0,0,0,,31
WELL002T-RES2,4/30/1986,0,0,0,,30
WELL002T-RES2,5/31/1986,0,0,0,,31
WELL002T-RES2,6/30/1986,0,0,0,,30
WELL002T-RES2,7/31/1986,0,0,0,,31
WELL002T-RES2,8/31/1986,0,0,0,,31
WELL002T-RES2,9/30/1986,0,0,0,,30
WELL002T-RES2,10/31/1986,0,0,0,,31
WELL002T-RES2,11/30/1986,0,0,0,,30
WELL002T-RES2,12/31/1986,0,0,0,,31
WELL002T-RES2,1/31/1987,0,0,0,,31
WELL002T-RES2,2/28/1987,0,0,0,,28
WELL002T-RES2,3/31/1987,0,0,0,,31
WELL003L-RES2,11/30/1973,8875.19,1659805,31.45,,30
WELL003L-RES2,12/31/1973,5585.52,529725,201.28,,31
WELL003L-RES2,1/31/1974,8359.41,918190,157.25,,31
WELL003L-RES2,2/28/1974,7321.56,741615,106.93,,28
WELL003L-RES2,3/31/1974,9082.76,918190,12.58,,31
WELL003L-RES2,4/30/1974,8623.59,882875,25.16,,30
WELL003L-RES2,5/31/1974,9158.24,918190,18.87,,31
WELL003L-RES2,6/30/1974,9372.1,918190,6.29,,30
WELL003L-RES2,7/31/1974,9208.56,776930,37.74,,31
WELL003L-RES2,8/31/1974,9523.06,776930,0,,31
WELL003L-RES2,9/30/1974,9328.07,600355,6.29,,30
WELL003L-RES2,10/31/1974,9692.89,776930,81.77,,31
WELL003L-RES2,11/30/1974,9076.47,741615,94.35,,30
WELL003L-RES2,12/31/1974,9051.31,741615,283.05,,31
WELL003L-RES2,1/31/1975,8340.54,706300,434.01,,31
WELL003L-RES2,2/28/1975,7107.7,565040,478.04,,28
WELL003L-RES2,3/31/1975,7988.3,635670,660.45,,31
WELL003L-RES2,4/30/1975,7334.14,600355,767.38,,30
WELL003L-RES2,5/31/1975,7516.55,529725,761.09,,31
WELL003L-RES2,6/30/1975,6283.71,494410,761.09,,30
WELL003L-RES2,7/31/1975,5289.89,529725,698.19,,31
WELL003L-RES2,8/31/1975,4069.63,353150,301.92,,31
WELL003L-RES2,9/30/1975,14573.93,1412600,1421.54,,30
WELL003L-RES2,10/31/1975,7818.47,776930,2805.34,,31
WELL003L-RES2,11/30/1975,11850.36,882875,4472.19,,30
WELL003L-RES2,12/31/1975,10705.58,847560,5944.05,,31
WELL003L-RES2,1/31/1976,8095.23,635670,7447.36,,31
WELL003L-RES2,2/29/1976,8982.11991,706300,5220.7,,29
WELL003L-RES2,3/31/1976,9541.93,706300,6025.82,,31
WELL003L-RES2,4/30/1976,6629.66,565040,5283.6,,30
WELL003L-RES2,5/31/1976,8032.33,635670,6591.91991,,31
WELL003L-RES2,6/30/1976,8592.14,670985,5730.19,,30
WELL003L-RES2,7/31/1976,8145.55,635670,5453.43,,31
WELL003L-RES2,8/31/1976,8202.16,741615,4755.24,,31
WELL003L-RES2,9/30/1976,8648.75,706300,3774,,30
WELL003L-RES2,10/31/1976,8887.77,706300,4176.56,,31
WELL003L-RES2,11/30/1976,7390.75,670985,4358.97,,30
WELL003L-RES2,12/31/1976,7925.4,635670,5409.4,,31
WELL003L-RES2,1/31/1977,7730.41,706300,5900.02,,31
WELL003L-RES2,2/28/1977,9126.79,565040,5705.03,,28
WELL003L-RES2,3/31/1977,1603.95,706300,4302.36,,31
WELL003L-RES2,4/30/1977,13227.87,600355,4635.73,,30
WELL003L-RES2,5/31/1977,7353.01,600355,4409.29,,31
WELL003L-RES2,6/30/1977,7831.05,670985,3874.64,,30
WELL003L-RES2,7/31/1977,4547.67,423780,2975.17,,31
WELL003L-RES2,8/31/1977,0,0,0,,31
WELL003L-RES2,9/30/1977,0,0,0,,30
WELL003L-RES2,10/31/1977,0,0,0,,31
WELL003L-RES2,11/30/1977,3126.13,317835,1314.61,,30
WELL003L-RES2,12/31/1977,6981.9,670985,2163.76,,31
WELL003L-RES2,1/31/1978,8271.35,741615,2572.61,,31
WELL003L-RES2,2/28/1978,5289.89,494410,2849.37,,28
WELL003L-RES2,3/31/1978,6761.75,670985,3277.09,,31
WELL003L-RES2,4/30/1978,6579.34,670985,4252.04,,30
WELL003L-RES2,5/31/1978,7579.45,706300,4881.04,,31
WELL003L-RES2,6/30/1978,4403,388465,5032,,30
WELL003L-RES2,7/31/1978,5025.71,529725,5516.33,,31
WELL003L-RES2,8/31/1978,3459.5,317835,7044.8,,31
WELL003L-RES2,9/30/1978,4723.79,388465,5610.68,,30
WELL003L-RES2,10/31/1978,8032.33,635670,6598.21,,31
WELL003L-RES2,11/30/1978,7705.25,600355,12353.56,,30
WELL003L-RES2,12/31/1978,3912.38,388465,2440.51991,,31
WELL003L-RES2,1/31/1979,7592.03,600355,14341.2,,31
WELL003L-RES2,2/28/1979,6189.36,494410,18637.27,,28
WELL003L-RES2,3/31/1979,10026.26,1871695,18524.05,,31
WELL003L-RES2,4/30/1979,8340.54,670985,18134.07,,30
WELL003L-RES2,5/31/1979,7503.97,635670,18863.71,,31
WELL003L-RES2,6/30/1979,9045.01991,812245,17486.2,,30
WELL003L-RES2,7/31/1979,12611.45,1200710,13963.8,,31
WELL003L-RES2,8/31/1979,11391.19,1059450,20083.97,,31
WELL003L-RES2,9/30/1979,11454.09,918190,18448.57,,30
WELL003L-RES2,10/31/1979,10334.47,776930,18310.19,,31
WELL003L-RES2,11/30/1979,12642.9,918190,20247.51,,30
WELL003L-RES2,12/31/1979,8982.11991,670985,16152.72,,31
WELL003L-RES2,1/31/1980,10378.5,847560,21952.1,,31
WELL003L-RES2,2/29/1980,8881.48,776930,19750.6,,29
WELL003L-RES2,3/31/1980,5164.09,459095,12649.19,,31
WELL003L-RES2,4/30/1980,5956.63,494410,9529.35,,30
WELL003L-RES2,5/31/1980,8277.64,635670,8843.74,,31
WELL003L-RES2,6/30/1980,7277.53,600355,9541.93,,30
WELL003L-RES2,7/31/1980,5535.1991,529725,9479.03,,31
WELL003L-RES2,8/31/1980,6239.68,494410,10447.69,,31
WELL003L-RES2,9/30/1980,2100.86,176575,1805.23,,30
WELL003L-RES2,10/31/1980,1981.35,105945,2176.34,,31
WELL003L-RES2,11/30/1980,9328.07,812245,12743.54,,30
WELL003L-RES2,12/31/1980,7529.13,353150,10378.5,,31
WELL003L-RES2,1/31/1981,7151.73,565040,9787.24,,31
WELL003L-RES2,2/28/1981,8516.66,847560,12435.33,,28
WELL003L-RES2,3/31/1981,16901.23,3778705,18297.61,,31
WELL003L-RES2,4/30/1981,13391.41,1942325,19121.6,,30
WELL003L-RES2,5/31/1981,9510.48,600355,13907.19,,31
WELL003L-RES2,6/30/1981,6302.58,353150,18146.65,,30
WELL003L-RES2,7/31/1981,377.4,35315,446.59,,31
WELL003L-RES2,8/31/1981,8988.41,565040,12133.41,,31
WELL003L-RES2,9/30/1981,15781.61,988820,22379.82,,30
WELL003L-RES2,10/31/1981,7711.54,459095,13139.81,,31
WELL003L-RES2,11/30/1981,0,0,0,,30
WELL003L-RES2,12/31/1981,0,0,0,,31
WELL003L-RES2,1/31/1982,0,0,0,,31
WELL003L-RES2,2/28/1982,1880.71,141260,2056.83,,28
WELL003L-RES2,3/31/1982,8799.71,776930,19467.55,,31
WELL003L-RES2,4/30/1982,7988.3,847560,17989.4,,30
WELL003L-RES2,5/31/1982,0,0,0,,31
WELL003L-RES2,6/30/1982,8026.04,918190,16284.81,,30
WELL003L-RES2,7/31/1982,14762.63,1483230,25361.28,,31
WELL003L-RES2,8/31/1982,16806.88,2012955,12441.62,,31
WELL003L-RES2,9/30/1982,25770.13,2472050,16687.37,,30
WELL003L-RES2,10/31/1982,15850.8,6321385,23851.68,,31
WELL003L-RES2,11/30/1982,14196.53,1306655,19297.72,,30
WELL003L-RES2,12/31/1982,12781.28,847560,17083.64,,31
WELL003L-RES2,1/31/1983,15674.68,1059450,30254.9,,31
WELL003L-RES2,2/28/1983,13762.51991,988820,26298.49,,28
WELL003L-RES2,3/31/1983,9277.75,706300,20719.26,,31
WELL003L-RES2,4/30/1983,3736.26,282520,9629.99,,30
WELL003L-RES2,5/31/1983,4113.66,317835,11246.51991,,31
WELL003L-RES2,6/30/1983,5113.77,0,12605.16,,30
WELL003L-RES2,7/31/1983,4704.91991,670985,11057.81991,,31
WELL003L-RES2,8/31/1983,2622.93,141260,6623.37,,31
WELL003L-RES2,9/30/1983,6390.64,282520,12819.01991,,30
WELL003L-RES2,10/31/1983,7617.19,529725,11951,,31
WELL003L-RES2,11/30/1983,3346.28,247205,7931.69,,30
WELL003L-RES2,12/31/1983,9957.07,670985,20404.76,,31
WELL003L-RES2,1/31/1984,2874.53,211890,7963.14,,31
WELL003L-RES2,2/29/1984,1817.81,706300,5648.41991,,29
WELL003L-RES2,3/31/1984,2861.95,494410,6830.94,,31
WELL003L-RES2,4/30/1984,8334.25,635670,17360.4,,30
WELL003L-RES2,5/31/1984,767.38,70630,2383.91,,31
WELL003L-RES2,6/30/1984,3434.34,247205,11353.45,,30
WELL003L-RES2,7/31/1984,5176.67,423780,19813.5,,31
WELL003L-RES2,8/31/1984,1924.74,141260,5258.44,,31
WELL003L-RES2,9/30/1984,1390.09,141260,2421.65,,30
WELL003L-RES2,10/31/1984,3874.64,670985,13290.77,,31
WELL003L-RES2,11/30/1984,11265.39,529725,13536.08,,30
WELL003L-RES2,12/31/1984,6849.81,670985,11233.94,,31
WELL003L-RES2,1/31/1985,3503.53,211890,5528.91,,31
WELL003L-RES2,2/28/1985,1729.75,211890,3667.07,,28
WELL003L-RES2,3/31/1985,0,0,0,,31
WELL003L-RES2,4/30/1985,0,0,0,,30
WELL003L-RES2,5/31/1985,0,0,0,,31
WELL003L-RES2,6/30/1985,0,0,0,,30
WELL003L-RES2,7/31/1985,0,0,0,,31
WELL003L-RES2,8/31/1985,0,0,0,,31
WELL003L-RES2,9/30/1985,0,0,0,,30
WELL003L-RES2,10/31/1985,0,0,0,,31
WELL003L-RES2,11/30/1985,0,0,0,,30
WELL003L-RES2,12/31/1985,0,0,0,,31
WELL003L-RES2,1/31/1986,0,0,0,,31
WELL003L-RES2,2/28/1986,0,0,0,,28
WELL003L-RES2,3/31/1986,0,0,0,,31
WELL003T-RES2,4/30/1986,389.98,0,905.76,,30
WELL003T-RES2,5/31/1986,4969.1,529725,4679.76,,31
WELL003T-RES2,6/30/1986,5226.99,1059450,6113.88,,30
WELL003T-RES2,7/31/1986,6189.36,1377285,6283.71,,31
WELL003T-RES2,8/31/1986,4465.9,670985,7246.08,,31
WELL003T-RES2,9/30/1986,5466.01,741615,7126.57,,30
WELL003T-RES2,10/31/1986,4591.7,565040,7044.8,,31
WELL003T-RES2,11/30/1986,5157.8,847560,6925.29,,30
WELL003T-RES2,12/31/1986,1295.74,741615,3830.61,,31
WELL003T-RES2,1/31/1987,2987.75,670985,5692.45,,31
WELL003T-RES2,2/28/1987,3088.39,529725,4736.37,,28
WELL003T-RES2,3/31/1987,3038.07,565040,5308.76,,31
WELL003T-RES2,4/30/1987,2792.76,176575,3006.61991,,30
WELL003T-RES2,5/31/1987,2843.08,353150,6208.23,,31
WELL003T-RES2,6/30/1987,2861.95,141260,5786.8,,30
WELL003T-RES2,7/31/1987,2629.21991,141260,2635.51,,31
WELL003T-RES2,8/31/1987,7321.56,1518545,9252.59,,31
WELL003T-RES2,9/30/1987,5308.76,1059450,11101.85,,30
WELL003T-RES2,10/31/1987,5591.81,1306655,11498.12,,31
WELL003T-RES2,11/30/1987,11221.36,1765750,20914.25,,30
WELL003T-RES2,12/31/1987,10919.44,1094765,19693.99,,31
WELL003T-RES2,1/31/1988,1522.18,706300,3214.19,,31
WELL003T-RES2,2/29/1988,3151.29,1624490,16316.26,,29
WELL003T-RES2,3/31/1988,13749.94,1765750,15454.53,,31
WELL003T-RES2,4/30/1988,11196.2,1341970,18605.82,,30
WELL003T-RES2,5/31/1988,7919.11,1942325,14668.28,,31
WELL003T-RES2,6/30/1988,14095.89,4096540,13353.67,,30
WELL003T-RES2,7/31/1988,11957.29,4308430,13756.23,,31
WELL003T-RES2,8/31/1988,8560.69,3814020,14548.77,,31
WELL003T-RES2,9/30/1988,6862.39,1412600,31280.17,,30
WELL003T-RES2,10/31/1988,10108.03,741615,19379.49,,31
WELL003T-RES2,11/30/1988,13196.41991,1659805,16586.73,,30
WELL003T-RES2,12/31/1988,8522.95,1059450,16303.68,,31
WELL003T-RES2,1/31/1989,4616.86,600355,15756.45,,31
WELL003T-RES2,2/28/1989,4969.1,1165395,15592.91,,28
WELL003T-RES2,3/31/1989,4547.67,1024135,13076.91,,31
WELL003T-RES2,4/30/1989,2849.37,1765750,12246.63,,30
WELL003S-RES4,11/30/1973,8812.29,1165395,213.86,,30
WELL003S-RES4,12/31/1973,11768.59,988820,1081.88,,31
WELL003S-RES4,1/31/1974,4767.82,494410,2402.78,,31
WELL003S-RES4,2/28/1974,6378.06,635670,5013.13,,28
WELL003S-RES4,3/31/1974,3107.26,317835,2924.85,,31
WELL003S-RES4,4/30/1974,1786.36,176575,2182.63,,30
WELL003S-RES4,5/31/1974,1308.32,141260,1698.3,,31
WELL003S-RES4,6/30/1974,1465.57,141260,1780.07,,30
WELL003S-RES4,7/31/1974,1559.92,176575,1603.95,,31
WELL003S-RES4,8/31/1974,1616.53,1659805,1666.85,,31
WELL003S-RES4,9/30/1974,1371.22,141260,1817.81,,30
WELL003S-RES4,10/31/1974,1566.21,105945,1761.2,,31
WELL003S-RES4,11/30/1974,1471.86,105945,1991.22,,30
WELL003S-RES4,12/31/1974,1352.35,141260,1754.91,,31
WELL003S-RES4,1/31/1975,1295.74,105945,1830.39,,31
WELL003S-RES4,2/28/1975,1025.27,105945,1289.45,,28
WELL003S-RES4,3/31/1975,1188.81,141260,1478.15,,31
WELL003S-RES4,4/30/1975,1484.44,70630,2157.47,,30
WELL003S-RES4,5/31/1975,1157.36,70630,1887,,31
WELL003S-RES4,6/30/1975,805.11991,70630,1509.6,,30
WELL003S-RES4,7/31/1975,704.48,35315,1553.63,,31
WELL003S-RES4,8/31/1975,666.74,141260,1629.11,,31
WELL003S-RES4,9/30/1975,15649.52,1200710,29890.08,,30
WELL003S-RES4,10/31/1975,16215.62,1271340,46747.28,,31
WELL003S-RES4,11/30/1975,14844.4,1165395,48011.57,,30
WELL003S-RES4,12/31/1975,14649.41,1165395,55628.76,,31
WELL003S-RES4,1/31/1976,13894.61,1094765,55811.17,,31
WELL003S-RES4,2/29/1976,10183.51,812245,52383.12,,29
WELL003S-RES4,3/31/1976,11384.9,882875,59132.29,,31
WELL003S-RES4,4/30/1976,2478.26,176575,13643.01,,30
WELL003S-RES4,5/31/1976,0,0,0,,31
WELL003S-RES4,6/30/1976,0,0,0,,30
WELL003S-RES4,7/31/1976,0,0,0,,31
WELL003S-RES4,8/31/1976,0,0,0,,31
WELL003S-RES4,9/30/1976,0,0,0,,30
WELL003S-RES4,10/31/1976,0,0,0,,31
WELL003S-RES4,11/30/1976,0,0,0,,30
WELL003S-RES4,12/31/1976,0,0,0,,31
WELL003S-RES4,1/31/1977,0,0,0,,31
WELL003S-RES4,2/28/1977,0,0,0,,28
WELL003S-RES4,3/31/1977,0,0,0,,31
WELL003S-RES4,4/30/1977,0,0,0,,30
WELL003S-RES4,5/31/1977,0,0,0,,31
WELL003S-RES4,6/30/1977,0,0,0,,30
WELL003S-RES4,7/31/1977,0,0,0,,31
WELL003S-RES4,8/31/1977,0,0,0,,31
WELL003S-RES4,9/30/1977,0,0,0,,30
WELL003S-RES4,10/31/1977,0,0,0,,31
WELL003S-RES4,11/30/1977,459.17,70630,1710.88,,30
WELL003S-RES4,12/31/1977,698.19,70630,3038.07,,31
WELL003S-RES4,1/31/1978,1836.68,0,1188.81,,31
WELL003S-RES4,2/28/1978,459.17,70630,635.29,,28
WELL003S-RES4,3/31/1978,817.7,70630,591.26,,31
WELL003S-RES4,4/30/1978,1000.11,105945,509.49,,30
WELL003S-RES4,5/31/1978,1094.46,105945,522.07,,31
WELL003S-RES4,6/30/1978,1710.88,141260,2516,,30
WELL003S-RES4,7/31/1978,1559.91991,141260,2899.69,,31
WELL003S-RES4,8/31/1978,1245.41991,141260,3440.63,,31
WELL003S-RES4,9/30/1978,1880.71,141260,3579.01,,30
WELL003S-RES4,10/31/1978,1817.81,176575,4799.27,,31
WELL003S-RES4,11/30/1978,1798.94,141260,2792.76,,30
WELL003S-RES4,12/31/1978,886.89,70630,1817.81,,31
WELL003S-RES4,1/31/1979,786.25,70630,2037.96,,31
WELL003S-RES4,2/28/1979,673.03,35315,2107.15,,28
WELL003S-RES4,3/31/1979,704.48,70630,1396.38,,31
WELL003S-RES4,4/30/1979,490.61991,35315,1855.55,,30
WELL003S-RES4,5/31/1979,817.7,70630,1522.18,,31
WELL003S-RES4,6/30/1979,704.48,70630,1717.17,,30
WELL003S-RES4,7/31/1979,465.46,35315,1704.59,,31
WELL003S-RES4,8/31/1979,496.91,35315,1616.53,,31
WELL003S-RES4,9/30/1979,773.67,70630,1761.1991,,30
WELL003S-RES4,10/31/1979,805.11991,70630,1188.81,,31
WELL003S-RES4,11/30/1979,0,0,0,,30
WELL003S-RES4,12/31/1979,0,0,0,,31
WELL003S-RES4,1/31/1980,308.21,35315,358.53,,31
WELL003S-RES4,2/29/1980,239.01991,0,220.15,,29
WELL003S-RES4,3/31/1980,251.6,35315,257.89,,31
WELL003S-RES4,4/30/1980,0,0,0,,30
WELL003S-RES4,5/31/1980,0,0,0,,31
WELL003S-RES4,6/30/1980,0,0,0,,30
WELL003S-RES4,7/31/1980,0,0,0,,31
WELL003S-RES4,8/31/1980,0,0,0,,31
WELL003S-RES4,9/30/1980,0,0,0,,30
WELL003S-RES4,10/31/1980,0,0,0,,31
WELL003S-RES4,11/30/1980,0,0,0,,30
WELL003S-RES4,12/31/1980,0,0,0,,31
WELL003S-RES4,1/31/1981,0,0,0,,31
WELL003S-RES4,2/28/1981,0,0,0,,28
WELL003S-RES4,3/31/1981,0,0,0,,31
WELL003S-RES4,4/30/1981,0,0,0,,30
WELL003S-RES4,5/31/1981,0,0,0,,31
WELL003S-RES4,6/30/1981,0,0,0,,30
WELL003S-RES4,7/31/1981,0,0,0,,31
WELL003S-RES4,8/31/1981,0,0,0,,31
WELL003S-RES4,9/30/1981,0,0,0,,30
WELL003S-RES4,10/31/1981,0,0,0,,31
WELL003S-RES4,11/30/1981,0,0,0,,30
WELL003S-RES4,12/31/1981,0,0,0,,31
WELL003S-RES4,1/31/1982,0,0,0,,31
WELL003S-RES4,2/28/1982,0,0,0,,28
WELL003S-RES4,3/31/1982,0,0,0,,31
WELL003S-RES4,4/30/1982,0,0,0,,30
WELL003S-RES4,5/31/1982,0,0,0,,31
WELL003S-RES4,6/30/1982,0,0,0,,30
WELL003S-RES4,7/31/1982,0,0,0,,31
WELL003S-RES4,8/31/1982,0,0,0,,31
WELL003S-RES4,9/30/1982,0,0,0,,30
WELL003S-RES4,10/31/1982,0,0,0,,31
WELL003S-RES4,11/30/1982,0,0,0,,30
WELL003S-RES4,12/31/1982,0,0,0,,31
WELL003S-RES4,1/31/1983,1497.02,70630,1000.11,,31
WELL003S-RES4,2/28/1983,2163.76,176575,4138.81991,,28
WELL003S-RES4,3/31/1983,1276.87,105945,2710.99,,31
WELL003S-RES4,4/30/1983,1572.5,105945,4472.19,,30
WELL003S-RES4,5/31/1983,1572.5,105945,4220.59,,31
WELL003S-RES4,6/30/1983,3214.19,211890,6491.28,,30
WELL003S-RES4,7/31/1983,2157.47,141260,6440.96,,31
WELL003S-RES4,8/31/1983,1679.43,1059450,6334.03,,31
WELL003S-RES4,9/30/1983,1270.58,1518545,3780.29,,30
WELL003S-RES4,10/31/1983,1647.98,141260,3616.75,,31
WELL003S-RES4,11/30/1983,1893.29,141260,4572.83,,30
WELL003S-RES4,12/31/1983,2163.76,176575,3818.03,,31
WELL003S-RES4,1/31/1984,1591.37,105945,4478.48,,31
WELL003S-RES4,2/29/1984,1075.59,70630,3516.11,,29
WELL003S-RES4,3/31/1984,1704.59,141260,3321.11991,,31
WELL003S-RES4,4/30/1984,1591.37,105945,2534.87,,30
WELL003S-RES4,5/31/1984,345.95,35315,1201.39,,31
WELL003S-RES4,6/30/1984,1063.01,35315,1754.91,,30
WELL003S-RES4,7/31/1984,629,70630,1666.85,,31
WELL003S-RES4,8/31/1984,295.63,0,691.9,,31
WELL003S-RES4,9/30/1984,0,0,0,,30
WELL003S-RES4,10/31/1984,1471.86,141260,2459.39,,31
WELL003S-RES4,11/30/1984,2937.43,70630,2604.06,,30
WELL003S-RES4,12/31/1984,2761.31,282520,8780.84,,31
WELL003S-RES4,1/31/1985,7107.7,317835,8711.65,,31
WELL003S-RES4,2/28/1985,364.81991,35315,1610.24,,28
WELL003S-RES4,3/31/1985,0,0,0,,31
WELL003S-RES4,4/30/1985,0,0,0,,30
WELL003S-RES4,5/31/1985,0,0,0,,31
WELL003S-RES4,6/30/1985,0,0,0,,30
WELL003S-RES4,7/31/1985,0,0,0,,31
WELL003S-RES4,8/31/1985,0,0,0,,31
WELL003S-RES4,9/30/1985,0,0,0,,30
WELL003S-RES4,10/31/1985,0,0,0,,31
WELL003S-RES4,11/30/1985,0,0,0,,30
WELL003S-RES4,12/31/1985,0,0,0,,31
WELL003S-RES4,1/31/1986,0,0,0,,31
WELL003S-RES4,2/28/1986,0,0,0,,28
WELL003S-RES4,3/31/1986,0,0,0,,31
WELL003S-RES4,4/30/1986,0,0,0,,30
WELL003S-RES4,5/31/1986,0,0,0,,31
WELL003S-RES4,6/30/1986,0,0,0,,30
WELL003S-RES4,7/31/1986,0,0,0,,31
WELL003S-RES4,8/31/1986,0,0,0,,31
WELL003S-RES4,9/30/1986,0,0,0,,30
WELL003S-RES4,10/31/1986,0,0,0,,31
WELL003S-RES4,11/30/1986,0,0,0,,30
WELL003S-RES4,12/31/1986,0,0,0,,31
WELL004L-RES6,11/30/1973,12686.93,1271340,0,,30
WELL004L-RES6,12/31/1973,15970.31,1589175,0,,31
WELL004L-RES6,1/31/1974,18800.81,2260160,0,,31
WELL004L-RES6,2/28/1974,16586.73,1659805,0,,28
WELL004L-RES6,3/31/1974,20580.88,2048270,0,,31
WELL004L-RES6,4/30/1974,19574.48,1977640,0,,30
WELL004L-RES6,5/31/1974,19234.82,1907010,0,,31
WELL004L-RES6,6/30/1974,18316.48,1836380,94.35,,30
WELL004L-RES6,7/31/1974,19410.94,1942325,50.32,,31
WELL004L-RES6,8/31/1974,19618.51,2012955,62.9,,31
WELL004L-RES6,9/30/1974,19052.41,2012955,6.29,,30
WELL004L-RES6,10/31/1974,19486.42,1977640,6.29,,31
WELL004L-RES6,11/30/1974,18259.87,1836380,6.29,,30
WELL004L-RES6,12/31/1974,19392.07,2189530,0,,31
WELL004L-RES6,1/31/1975,19304.01,2083585,18.87,,31
WELL004L-RES6,2/28/1975,16586.73,1801065,31.45,,28
WELL004L-RES6,3/31/1975,19675.12,1942325,25.16,,31
WELL004L-RES6,4/30/1975,18297.61,1871695,0,,30
WELL004L-RES6,5/31/1975,19568.19,1871695,31.45,,31
WELL004L-RES6,6/30/1975,17549.1,1659805,12.58,,30
WELL004L-RES6,7/31/1975,16372.87,1553860,25.16,,31
WELL004L-RES6,8/31/1975,16957.84,1624490,31.45,,31
WELL004L-RES6,9/30/1975,18731.61991,1801065,0,,30
WELL004L-RES6,10/31/1975,23688.14,2260160,0,,31
WELL004L-RES6,11/30/1975,28984.32,2754570,18.87,,30
WELL004L-RES6,12/31/1975,30519.08,2895830,0,,31
WELL004L-RES6,1/31/1976,27078.45,2613310,44.03,,31
WELL004L-RES6,2/29/1976,24191.34,2295475,0,,29
WELL004L-RES6,3/31/1976,21719.37,2083585,0,,31
WELL004L-RES6,4/30/1976,11812.62,1130080,0,,30
WELL004L-RES6,5/31/1976,4031.89,529725,6.29,,31
WELL004L-RES6,6/30/1976,1559.91991,211890,0,,30
WELL004L-RES6,7/31/1976,7623.48,600355,0,,31
WELL004L-RES6,8/31/1976,7925.4,1236025,0,,31
WELL004L-RES6,9/30/1976,13083.1991,1483230,25.16,,30
WELL004L-RES6,10/31/1976,15347.6,1553860,18.87,,31
WELL004L-RES6,11/30/1976,12932.24,1447915,0,,30
WELL004L-RES6,12/31/1976,14347.49,1483230,0,,31
WELL004L-RES6,1/31/1977,14083.31,1589175,6.29,,31
WELL004L-RES6,2/28/1977,11422.64,1341970,25.16,,28
WELL004L-RES6,3/31/1977,14485.87,1589175,0,,31
WELL004L-RES6,4/30/1977,14177.66,1483230,6.29,,30
WELL004L-RES6,5/31/1977,14429.26,1553860,0,,31
WELL004L-RES6,6/30/1977,14498.45,1553860,6.29,,30
WELL004L-RES6,7/31/1977,13907.19,1553860,0,,31
WELL004L-RES6,8/31/1977,14511.03,1589175,0,,31
WELL004L-RES6,9/30/1977,8831.16,1059450,0,,30
WELL004L-RES6,10/31/1977,11906.97,1589175,0,,31
WELL004L-RES6,11/30/1977,12586.29,1589175,18.87,,30
WELL004L-RES6,12/31/1977,13712.1991,1801065,18.87,,31
WELL004L-RES6,1/31/1978,14404.1,1659805,31.45,,31
WELL004L-RES6,2/28/1978,12454.1991,1412600,31.45,,28
WELL004L-RES6,3/31/1978,12756.11991,1518545,69.19,,31
WELL004L-RES6,4/30/1978,12806.44,1447915,25.16,,30
WELL004L-RES6,5/31/1978,14001.54,1589175,31.45,,31
WELL004L-RES6,6/30/1978,19599.64,1624490,31.45,,30
WELL004L-RES6,7/31/1978,8239.9,1659805,62.9,,31
WELL004L-RES6,8/31/1978,12781.28,1589175,503.2,,31
WELL004L-RES6,9/30/1978,13617.85,1447915,408.85,,30
WELL004L-RES6,10/31/1978,13598.98,1589175,1308.32,,31
WELL004L-RES6,11/30/1978,13793.97,1447915,1937.32,,30
WELL004L-RES6,12/31/1978,11215.07,1483230,1754.91,,31
WELL004L-RES6,1/31/1979,14410.39,1377285,3019.2,,31
WELL004L-RES6,2/28/1979,12944.82,1236025,2981.46,,28
WELL004L-RES6,3/31/1979,12693.22,1271340,2434.23,,31
WELL004L-RES6,4/30/1979,11951,1341970,2270.69,,30
WELL004L-RES6,5/31/1979,13284.48,1412600,1931.03,,31
WELL004L-RES6,6/30/1979,11391.19,1412600,2031.67,,30
WELL004L-RES6,7/31/1979,13007.71991,1765750,2138.6,,31
WELL004L-RES6,8/31/1979,13309.64,1695120,3044.36,,31
WELL004L-RES6,9/30/1979,14743.76,1624490,1528.47,,30
WELL004L-RES6,10/31/1979,17052.19,1942325,1547.34,,31
WELL004L-RES6,11/30/1979,16511.25,1907010,1723.46,,30
