DRAINAGE POINT,Date,MonthlyOil (bbl),MonthlyGAS (scf),MonthlyWATER (bbl),CONDENSATE (M3),PROD_DAYS
WELL005S-RES4,1/31/1985,11988.74,741615,12787.57,,31
WELL005S-RES4,2/28/1985,20606.04,1377285,25160,,28
WELL005S-RES4,3/31/1985,17077.35,2295475,21769.69,,31
WELL005S-RES4,4/30/1985,16567.86,1306655,30821,,30
WELL005S-RES4,5/31/1985,13416.57,988820,22688.03,,31
WELL005S-RES4,6/30/1985,16750.27,918190,32236.25,,30
WELL005S-RES4,7/31/1985,18429.7,1518545,42356.86,,31
WELL005S-RES4,8/31/1985,15718.71,1589175,30682.62,,31
WELL005S-RES4,9/30/1985,9189.69,1306655,25455.63,,30
WELL005S-RES4,10/31/1985,7799.6,1518545,27600.52,,31
WELL005S-RES4,11/30/1985,6988.19,2083585,22134.51,,30
WELL005S-RES4,12/31/1985,9095.34,2330790,20404.76,,31
WELL005S-RES4,1/31/1986,7120.28,1130080,29393.17,,31
WELL005S-RES4,2/28/1986,2868.24,353150,34160.99,,28
WELL005S-RES4,3/31/1986,4119.95,282520,31110.34,,31
WELL005S-RES4,4/30/1986,9032.44,565040,61214.28,,30
WELL005S-RES4,5/31/1986,5182.96,423780,53345.49,,31
WELL005S-RES4,6/30/1986,4233.17,600355,42061.23,,30
WELL005S-RES4,7/31/1986,0,0,0,,31
WELL005S-RES4,8/31/1986,4969.1,176575,18970.64,,31
WELL005S-RES4,9/30/1986,0,0,0,,30
WELL005S-RES4,10/31/1986,0,0,0,,31
WELL005S-RES4,11/30/1986,0,0,0,,30
WELL005S-RES4,12/31/1986,0,0,0,,31
WELL005S-RES4,1/31/1987,12900.79,1730435,97237.11,,31
WELL005S-RES4,2/28/1987,868.01991,105945,14240.56,,28
WELL005S-RES4,3/31/1987,6044.69,776930,59717.26,,31
WELL005S-RES4,4/30/1987,2522.29,105945,31770.79,,30
WELL005S-RES4,5/31/1987,2755.01991,247205,44948.34,,31
WELL005S-RES4,6/30/1987,6893.84,247205,68881.79,,30
WELL005S-RES4,7/31/1987,10806.21991,423780,76083.84,,31
WELL005S-RES4,8/31/1987,10252.7,1412600,86040.91,,31
WELL005S-RES4,9/30/1987,6874.97,918190,76725.41991,,30
WELL005S-RES4,10/31/1987,9202.27,1412600,79335.77,,31
WELL005S-RES4,11/30/1987,9202.27,988820,67611.21,,30
WELL005S-RES4,12/31/1987,10963.47,706300,66346.92,,31
WELL005S-RES4,1/31/1988,2396.49,741615,7485.1,,31
WELL005S-RES4,2/29/1988,5717.61,2012955,55081.53,,29
WELL005S-RES4,3/31/1988,12171.15,1024135,59868.21991,,31
WELL005S-RES4,4/30/1988,11202.49,882875,83814.25,,30
WELL005S-RES4,5/31/1988,11057.81991,1271340,66938.18,,31
WELL005S-RES4,6/30/1988,8195.87,2542680,56666.61,,30
WELL005S-RES4,7/31/1988,5113.77,1836380,69070.49,,31
WELL005S-RES4,8/31/1988,5182.96,423780,75763.05,,31
WELL005S-RES4,9/30/1988,15982.89,2154215,25273.21991,,30
WELL005S-RES4,10/31/1988,8623.59,1306655,46080.54,,31
WELL005S-RES4,11/30/1988,6749.17,3001775,80600.06,,30
WELL005S-RES4,12/31/1988,7195.76,1483230,54622.36,,31
WELL005S-RES4,1/31/1989,5522.61991,812245,47873.19,,31
WELL005S-RES4,2/28/1989,5956.63,1483230,55194.75,,28
WELL005S-RES4,3/31/1989,8076.36,1518545,65334.23,,31
WELL005S-RES4,4/30/1989,6887.55,5509140,68479.23,,30
WELL006S-RES4,10/31/1977,3390.31,459095,75.48,,31
WELL006S-RES4,11/30/1977,10944.6,1341970,94.35,,30
WELL006S-RES4,12/31/1977,11825.2,1377285,157.25,,31
WELL006S-RES4,1/31/1978,12712.09,1412600,396.27,,31
WELL006S-RES4,2/28/1978,10108.03,1130080,761.09,,28
WELL006S-RES4,3/31/1978,10340.76,1271340,868.02,,31
WELL006S-RES4,4/30/1978,9793.53,1165395,1371.22,,30
WELL006S-RES4,5/31/1978,8925.51,1024135,2245.53,,31
WELL006S-RES4,6/30/1978,8598.43,882875,5101.19,,30
WELL006S-RES4,7/31/1978,6919,882875,144.67,,31
WELL006S-RES4,8/31/1978,6830.94,918190,3170.16,,31
WELL006S-RES4,9/30/1978,7598.31991,670985,3302.25,,30
WELL006S-RES4,10/31/1978,7365.59,776930,4044.47,,31
WELL006S-RES4,11/30/1978,7749.28,741615,3836.9,,30
WELL006S-RES4,12/31/1978,5642.13,741615,3038.07,,31
WELL006S-RES4,1/31/1979,7503.97,706300,4226.88,,31
WELL006S-RES4,2/28/1979,5560.36,529725,2635.51,,28
WELL006S-RES4,3/31/1979,5233.28,459095,2899.69,,31
WELL006S-RES4,4/30/1979,4673.47,494410,3799.16,,30
WELL006S-RES4,5/31/1979,4113.66,388465,3314.83,,31
WELL006S-RES4,6/30/1979,2855.66,317835,4050.76,,30
WELL006S-RES4,7/31/1979,2799.05,317835,4013.02,,31
WELL006S-RES4,8/31/1979,3088.39,353150,3811.74,,31
WELL006S-RES4,9/30/1979,3289.67,317835,3503.53,,30
WELL006S-RES4,10/31/1979,3459.5,353150,2704.7,,31
WELL006S-RES4,11/30/1979,3075.81,247205,2635.51,,30
WELL006S-RES4,12/31/1979,4189.14,388465,6988.19,,31
WELL006S-RES4,1/31/1980,3566.43,353150,685.61,,31
WELL006S-RES4,2/29/1980,2817.92,247205,4189.14,,29
WELL006S-RES4,3/31/1980,4069.63,353150,5421.98,,31
WELL006S-RES4,4/30/1980,4390.42,353150,5396.82,,30
WELL006S-RES4,5/31/1980,4792.98,388465,4994.26,,31
WELL006S-RES4,6/30/1980,4101.08,353150,5283.6,,30
WELL006S-RES4,7/31/1980,3434.34,282520,5491.17,,31
WELL006S-RES4,8/31/1980,3673.36,317835,6252.26,,31
WELL006S-RES4,9/30/1980,3648.1991,317835,5510.04,,30
WELL006S-RES4,10/31/1980,5956.63,388465,7491.39,,31
WELL006S-RES4,11/30/1980,4899.91,423780,7736.7,,30
WELL006S-RES4,12/31/1980,4226.88,211890,5774.21991,,31
WELL006S-RES4,1/31/1981,4119.95,353150,5686.16,,31
WELL006S-RES4,2/28/1981,3824.31991,353150,5384.24,,28
WELL006S-RES4,3/31/1981,3629.33,317835,4528.8,,31
WELL006S-RES4,4/30/1981,182.41,0,327.08,,30
WELL006S-RES4,5/31/1981,408.85,35315,157.25,,31
WELL006S-RES4,6/30/1981,3245.64,211890,3673.36,,30
WELL006S-RES4,7/31/1981,0,0,0,,31
WELL006S-RES4,8/31/1981,0,0,0,,31
WELL006S-RES4,9/30/1981,0,0,0,,30
WELL006S-RES4,10/31/1981,0,0,0,,31
WELL006S-RES4,11/30/1981,0,0,0,,30
WELL006S-RES4,12/31/1981,0,0,0,,31
WELL006S-RES4,1/31/1982,163.54,0,75.48,,31
WELL006S-RES4,2/28/1982,515.78,35315,364.81991,,28
WELL006S-RES4,3/31/1982,4252.04,353150,4403,,31
WELL006S-RES4,4/30/1982,2773.89,317835,4050.76,,30
WELL006S-RES4,5/31/1982,0,0,0,,31
WELL006S-RES4,6/30/1982,0,0,0,,30
WELL006S-RES4,7/31/1982,0,0,0,,31
WELL006S-RES4,8/31/1982,0,0,0,,31
WELL006S-RES4,9/30/1982,0,0,0,,30
WELL006S-RES4,10/31/1982,0,0,0,,31
WELL006S-RES4,11/30/1982,0,0,0,,30
WELL006S-RES4,12/31/1982,0,0,0,,31
WELL006T-RES4,1/31/1983,5591.81,353150,7051.09,,31
WELL006T-RES4,2/28/1983,4528.8,388465,4484.77,,28
WELL006T-RES4,3/31/1983,4962.81,423780,8057.49,,31
WELL006T-RES4,4/30/1983,3616.75,317835,7969.43,,30
WELL006T-RES4,5/31/1983,4799.27,388465,8692.78,,31
WELL006T-RES4,6/30/1983,4377.84,353150,7384.46,,30
WELL006T-RES4,7/31/1983,5560.36,423780,9875.3,,31
WELL006T-RES4,8/31/1983,6271.13,388465,13120.94,,31
WELL006T-RES4,9/30/1983,5642.13,494410,8837.45,,30
WELL006T-RES4,10/31/1983,5258.44,459095,7346.72,,31
WELL006T-RES4,11/30/1983,6598.21,529725,7812.18,,30
WELL006T-RES4,12/31/1983,5988.08,529725,7139.15,,31
WELL006T-RES4,1/31/1984,4679.76,423780,691.9,,31
WELL006T-RES4,2/29/1984,3975.28,317835,16806.88,,29
WELL006T-RES4,3/31/1984,5635.84,494410,9038.73,,31
WELL006T-RES4,4/30/1984,6459.83,529725,7925.4,,30
WELL006T-RES4,5/31/1984,4264.61991,388465,7610.9,,31
WELL006T-RES4,6/30/1984,4849.59,423780,8925.51,,30
WELL006T-RES4,7/31/1984,5245.86,459095,10026.26,,31
WELL006T-RES4,8/31/1984,2654.38,247205,3943.83,,31
WELL006T-RES4,9/30/1984,1427.83,176575,1465.57,,30
WELL006T-RES4,10/31/1984,5711.31991,565040,6730.3,,31
WELL006T-RES4,11/30/1984,6692.56,565040,8793.41991,,30
WELL006T-RES4,12/31/1984,7906.53,847560,10170.93,,31
WELL006T-RES4,1/31/1985,5881.15,388465,4824.43,,31
WELL006T-RES4,2/28/1985,2516,211890,2767.31,,28
WELL006T-RES4,3/31/1985,2918.56,388465,2962.28,,31
WELL006T-RES4,4/30/1985,2604.06,211890,2471.97,,30
WELL006T-RES4,5/31/1985,704.48,35315,767.38,,31
WELL006T-RES4,6/30/1985,0,0,0,,30
WELL006T-RES4,7/31/1985,0,0,0,,31
WELL006T-RES4,8/31/1985,0,0,0,,31
WELL006T-RES4,9/30/1985,0,0,0,,30
WELL006T-RES4,10/31/1985,0,0,0,,31
WELL006T-RES4,11/30/1985,3239.35,2118900,4837.01,,30
WELL006T-RES4,12/31/1985,3377.73,882875,4925.07,,31
WELL006T-RES4,1/31/1986,5390.53,1271340,11781.17,,31
WELL006T-RES4,2/28/1986,3358.86,600355,16171.59,,28
WELL006T-RES4,3/31/1986,8000.88,2048270,33129.43,,31
WELL006T-RES4,4/30/1986,5226.99,353150,20411.05,,30
WELL006T-RES4,5/31/1986,7063.67,529725,15725,,31
WELL006T-RES4,6/30/1986,7497.68,1024135,18001.98,,30
WELL006T-RES4,7/31/1986,7881.37,1165395,17857.31,,31
WELL006T-RES4,8/31/1986,4692.34,459095,15800.48,,31
WELL006T-RES4,9/30/1986,75.48,0,327.08,,30
WELL006T-RES4,10/31/1986,0,0,0,,31
WELL006T-RES4,11/30/1986,0,0,0,,30
WELL006T-RES4,12/31/1986,0,0,0,,31
WELL006T-RES4,1/31/1987,0,0,0,,31
WELL006T-RES4,2/28/1987,0,0,0,,28
WELL006T-RES4,3/31/1987,0,0,0,,31
WELL006T-RES4,4/30/1987,0,0,0,,30
WELL006T-RES4,5/31/1987,0,0,0,,31
WELL006S-RES4,6/30/1987,31.45,0,44.03,,30
WELL006S-RES4,7/31/1987,0,0,0,,31
WELL006S-RES4,8/31/1987,0,0,0,,31
WELL006S-RES4,9/30/1987,0,0,0,,30
WELL006S-RES4,10/31/1987,0,0,0,,31
WELL006S-RES4,11/30/1987,0,0,0,,30
WELL006S-RES4,12/31/1987,0,0,0,,31
WELL006S-RES4,1/31/1988,201.28,70630,188.7,,31
WELL006S-RES4,2/29/1988,389.98,141260,1151.07,,29
WELL006S-RES4,3/31/1988,0,0,0,,31
WELL007L-RES2,4/30/1978,20662.65,2507365,62.9,,30
WELL007L-RES2,5/31/1978,14064.44,1589175,1572.5,,31
WELL007L-RES2,6/30/1978,14026.7,1624490,4975.39,,30
WELL007L-RES2,7/31/1978,9126.79,988820,4585.41,,31
WELL007L-RES2,8/31/1978,12819.02,1553860,6874.97,,31
WELL007L-RES2,9/30/1978,7283.82,882875,6390.64,,30
WELL007L-RES2,10/31/1978,8315.38,882875,4289.78,,31
WELL007L-RES2,11/30/1978,8655.04,882875,3981.57,,30
WELL007L-RES2,12/31/1978,7158.01991,706300,4899.91,,31
WELL007L-RES2,1/31/1979,3711.1,423780,81.77,,31
WELL007L-RES2,2/28/1979,15416.79,1447915,1239.13,,28
WELL007L-RES2,3/31/1979,7742.99,741615,4906.2,,31
WELL007L-RES2,4/30/1979,6786.91,635670,5560.36,,30
WELL007L-RES2,5/31/1979,6201.94,600355,5742.77,,31
WELL007L-RES2,6/30/1979,5340.21,529725,6736.59,,30
WELL007L-RES2,7/31/1979,5038.29,565040,6050.98,,31
WELL007L-RES2,8/31/1979,4541.38,529725,6308.87,,31
WELL007L-RES2,9/30/1979,4447.03,494410,6742.88,,30
WELL007L-RES2,10/31/1979,5101.19,494410,5447.14,,31
WELL007L-RES2,11/30/1979,5113.77,529725,4660.89,,30
WELL007L-RES2,12/31/1979,5271.01991,494410,4428.16,,31
WELL007L-RES2,1/31/1980,4987.97,918190,9787.24,,31
WELL007L-RES2,2/29/1980,4333.81,35315,1075.59,,29
WELL007L-RES2,3/31/1980,5686.16,494410,5604.39,,31
WELL007L-RES2,4/30/1980,4050.76,353150,6591.91991,,30
WELL007L-RES2,5/31/1980,4950.23,388465,5484.88,,31
WELL007L-RES2,6/30/1980,4314.94,388465,5428.27,,30
WELL007L-RES2,7/31/1980,4277.2,353150,5245.86,,31
WELL007L-RES2,8/31/1980,4736.37,388465,5440.85,,31
WELL007L-RES2,9/30/1980,5616.97,459095,5466.01,,30
WELL007L-RES2,10/31/1980,6768.04,459095,6227.1,,31
WELL007L-RES2,11/30/1980,5252.15,423780,5390.53,,30
WELL007L-RES2,12/31/1980,5145.21991,247205,5705.03,,31
WELL007L-RES2,1/31/1981,4421.87,388465,4704.91991,,31
WELL007L-RES2,2/28/1981,3868.35,353150,5063.45,,28
WELL007L-RES2,3/31/1981,3522.4,388465,4453.31991,,31
WELL007L-RES2,4/30/1981,138.38,35315,358.53,,30
WELL007L-RES2,5/31/1981,0,0,0,,31
WELL007L-RES2,6/30/1981,0,0,0,,30
WELL007L-RES2,7/31/1981,0,0,0,,31
WELL007L-RES2,8/31/1981,0,0,0,,31
WELL007L-RES2,9/30/1981,0,0,0,,30
WELL007L-RES2,10/31/1981,0,0,0,,31
WELL007L-RES2,11/30/1981,0,0,0,,30
WELL007L-RES2,12/31/1981,0,0,0,,31
WELL007L-RES2,1/31/1982,0,0,0,,31
WELL007L-RES2,2/28/1982,0,0,0,,28
WELL007L-RES2,3/31/1982,0,0,0,,31
WELL007L-RES2,4/30/1982,0,0,0,,30
WELL007L-RES2,5/31/1982,0,0,0,,31
WELL007L-RES2,6/30/1982,0,0,0,,30
WELL007L-RES2,7/31/1982,0,0,0,,31
WELL007L-RES2,8/31/1982,0,0,0,,31
WELL007L-RES2,9/30/1982,0,0,0,,30
WELL007L-RES2,10/31/1982,0,0,0,,31
WELL007L-RES2,11/30/1982,0,0,0,,30
WELL007L-RES2,12/31/1982,0,0,0,,31
WELL007L-RES2,1/31/1983,0,0,0,,31
WELL007L-RES2,2/28/1983,0,0,0,,28
WELL007L-RES2,3/31/1983,0,0,0,,31
WELL007L-RES2,4/30/1983,0,0,0,,30
WELL007L-RES2,5/31/1983,0,0,0,,31
WELL007L-RES2,6/30/1983,0,0,0,,30
WELL007L-RES2,7/31/1983,7805.89,388465,8875.19,,31
WELL007L-RES2,8/31/1983,6692.56,812245,9743.21,,31
WELL007L-RES2,9/30/1983,5157.8,882875,6969.32,,30
WELL007L-RES2,10/31/1983,4925.07,494410,5510.04,,31
WELL007L-RES2,11/30/1983,6107.59,565040,6453.54,,30
WELL007L-RES2,12/31/1983,5855.99,494410,5824.54,,31
WELL007L-RES2,1/31/1984,4082.21,353150,7139.15,,31
WELL007L-RES2,2/29/1984,3818.03,317835,6340.31991,,29
WELL007L-RES2,3/31/1984,4082.21,353150,6717.71991,,31
WELL007L-RES2,4/30/1984,4270.91,353150,6151.61991,,30
WELL007L-RES2,5/31/1984,3358.86,317835,6623.37,,31
WELL007L-RES2,6/30/1984,3220.48,282520,5843.41,,30
WELL007L-RES2,7/31/1984,3195.31991,282520,8875.19,,31
WELL007L-RES2,8/31/1984,1276.87,105945,6862.39,,31
WELL007L-RES2,9/30/1984,1585.08,70630,3534.98,,30
WELL007L-RES2,10/31/1984,4415.58,494410,20411.05,,31
WELL007L-RES2,11/30/1984,4585.41,353150,20524.27,,30
WELL007L-RES2,12/31/1984,5069.74,494410,11441.51,,31
WELL007L-RES2,1/31/1985,5264.73,1094765,3956.41,,31
WELL007L-RES2,2/28/1985,2767.6,0,0,,28
WELL007L-RES2,3/31/1985,5692.45,0,11428.93,,31
WELL007L-RES2,4/30/1985,3918.67,317835,5962.92,,30
WELL007L-RES2,5/31/1985,56.61,247205,5201.83,,31
WELL007L-RES2,6/30/1985,9063.89,282520,3635.61991,,30
WELL007L-RES2,7/31/1985,5503.75,529725,4887.33,,31
WELL007L-RES2,8/31/1985,4648.31,388465,4226.88,,31
WELL007L-RES2,9/30/1985,3692.23,494410,4390.42,,30
WELL007L-RES2,10/31/1985,3402.89,565040,5849.7,,31
WELL007L-RES2,11/30/1985,3459.5,1730435,4516.21991,,30
WELL007L-RES2,12/31/1985,3063.23,812245,3629.33,,31
WELL007L-RES2,1/31/1986,2465.68,565040,4302.36,,31
WELL007L-RES2,2/28/1986,1201.39,211890,5874.86,,28
WELL007L-RES2,3/31/1986,3836.9,423780,14146.21,,31
WELL007L-RES2,4/30/1986,100.64,0,364.81991,,30
WELL007S-RES4,2/28/1978,31.45,70630,408.85,,28
WELL007S-RES4,3/31/1978,584.97,70630,383.69,,31
WELL007S-RES4,4/30/1978,100.64,0,31.45,,30
WELL007S-RES4,5/31/1978,0,0,0,,31
WELL007S-RES4,6/30/1978,0,0,0,,30
WELL007S-RES4,7/31/1978,0,0,0,,31
WELL007S-RES4,8/31/1978,0,0,0,,31
WELL007S-RES4,9/30/1978,0,0,0,,30
WELL007S-RES4,10/31/1978,0,0,0,,31
WELL007S-RES4,11/30/1978,0,0,0,,30
WELL007S-RES4,12/31/1978,0,0,0,,31
WELL007S-RES4,1/31/1979,1647.98,247205,37.74,,31
WELL007S-RES4,2/28/1979,6837.23,670985,75.48,,28
WELL007S-RES4,3/31/1979,6749.17,635670,1427.83,,31
WELL007S-RES4,4/30/1979,5044.58,494410,1723.46,,30
WELL007S-RES4,5/31/1979,4862.17,459095,4025.6,,31
WELL007S-RES4,6/30/1979,3440.63,353150,4006.73,,30
WELL007S-RES4,7/31/1979,4176.56,388465,2805.34,,31
WELL007S-RES4,8/31/1979,2572.61,353150,3176.45,,31
WELL007S-RES4,9/30/1979,3321.12,388465,4069.63,,30
WELL007S-RES4,10/31/1979,2968.88,282520,3082.1,,31
WELL007S-RES4,11/30/1979,2994.04,282520,2905.98,,30
WELL007S-RES4,12/31/1979,5560.36,494410,5321.34,,31
WELL007S-RES4,1/31/1980,2729.86,247205,2635.51,,31
WELL007S-RES4,2/29/1980,0,0,0,,29
WELL007S-RES4,3/31/1980,0,0,62.9,,31
WELL007S-RES4,4/30/1980,8258.77,706300,0,,30
WELL007S-RES4,5/31/1980,2792.76,211890,3648.2,,31
WELL007S-RES4,6/30/1980,6491.28,529725,8925.51,,30
WELL007S-RES4,7/31/1980,11051.53,1024135,11271.68,,31
WELL007S-RES4,8/31/1980,15913.7,1271340,16970.42,,31
WELL007S-RES4,9/30/1980,11787.46,953505,11661.66,,30
WELL007S-RES4,10/31/1980,10542.04,670985,15058.26,,31
WELL007S-RES4,11/30/1980,9674.02,882875,15297.28,,30
WELL007S-RES4,12/31/1980,12819.02,635670,19587.06,,31
WELL007S-RES4,1/31/1981,12774.99,1059450,17203.15,,31
WELL007S-RES4,2/28/1981,9831.27,953505,16473.51,,28
WELL007S-RES4,3/31/1981,10787.35,741615,17832.15,,31
WELL007S-RES4,4/30/1981,10051.42,741615,19272.56,,30
WELL007S-RES4,5/31/1981,9428.71,882875,13907.19,,31
WELL007S-RES4,6/30/1981,12831.6,1130080,17253.47,,30
WELL007S-RES4,7/31/1981,10315.6,388465,7044.8,,31
WELL007S-RES4,8/31/1981,6151.61991,388465,14661.99,,31
WELL007S-RES4,9/30/1981,8780.84,565040,17039.61,,30
WELL007S-RES4,10/31/1981,7906.53,459095,10001.1,,31
WELL007S-RES4,11/30/1981,3446.91991,141260,3365.15,,30
WELL007S-RES4,12/31/1981,0,0,0,,31
WELL007S-RES4,1/31/1982,0,0,0,,31
WELL007S-RES4,2/28/1982,1314.61,105945,1327.19,,28
WELL007S-RES4,3/31/1982,9390.97,776930,15096,,31
WELL007S-RES4,4/30/1982,9919.33,988820,12007.61,,30
WELL007S-RES4,5/31/1982,11340.87,1024135,5245.86,,31
WELL007S-RES4,6/30/1982,10604.94,1200710,4233.17,,30
WELL007S-RES4,7/31/1982,7025.93,706300,5308.76,,31
WELL007S-RES4,8/31/1982,2459.39,282520,3975.28,,31
WELL007S-RES4,9/30/1982,2509.71,247205,5195.54,,30
WELL007S-RES4,10/31/1982,2742.44,247205,6321.45,,31
WELL007S-RES4,11/30/1982,3673.36,353150,5082.32,,30
WELL007S-RES4,12/31/1982,8912.93,635670,8057.49,,31
WELL007S-RES4,1/31/1983,7422.2,494410,9120.5,,31
WELL007S-RES4,2/28/1983,2755.01991,211890,4201.72,,28
WELL007S-RES4,3/31/1983,2220.37,211890,6566.76,,31
WELL007S-RES4,4/30/1983,2050.54,176575,8000.88,,30
WELL007S-RES4,5/31/1983,0,0,0,,31
WELL007S-RES4,6/30/1983,4283.49,317835,4547.67,,30
WELL007S-RES4,7/31/1983,5786.8,459095,8560.69,,31
WELL007S-RES4,8/31/1983,176.11991,211890,8013.46,,31
WELL007S-RES4,9/30/1983,7579.45,1271340,6214.52,,30
WELL007S-RES4,10/31/1983,2566.31991,211890,5333.91991,,31
WELL007S-RES4,11/30/1983,3566.43,282520,8151.84,,30
WELL007S-RES4,12/31/1983,3950.12,353150,7101.41,,31
WELL007S-RES4,1/31/1984,2937.43,247205,9881.59,,31
WELL007S-RES4,2/29/1984,3572.71991,282520,11875.52,,29
WELL007S-RES4,3/31/1984,3402.89,282520,22486.75,,31
WELL007S-RES4,4/30/1984,2729.86,247205,26241.88,,30
WELL007S-RES4,5/31/1984,3352.57,282520,25392.73,,31
WELL007S-RES4,6/30/1984,1748.61991,176575,15108.58,,30
WELL007S-RES4,7/31/1984,2516,211890,14737.47,,31
WELL007S-RES4,8/31/1984,1811.51991,141260,8988.41,,31
WELL007S-RES4,9/30/1984,2484.55,282520,8428.6,,30
WELL007S-RES4,10/31/1984,3126.13,317835,10290.44,,31
WELL007S-RES4,11/30/1984,2541.16,176575,13460.6,,30
WELL007S-RES4,12/31/1984,2956.3,282520,12699.51,,31
WELL007S-RES4,1/31/1985,3836.9,211890,11095.56,,31
WELL007S-RES4,2/28/1985,3774,211890,0,,28
WELL007S-RES4,3/31/1985,1811.51991,282520,10378.5,,31
WELL007S-RES4,4/30/1985,3446.91991,282520,5642.13,,30
WELL007S-RES4,5/31/1985,3616.75,282520,5277.31,,31
WELL007S-RES4,6/30/1985,4434.45,211890,4931.36,,30
WELL007S-RES4,7/31/1985,4252.04,459095,3006.61991,,31
WELL007S-RES4,8/31/1985,3868.35,388465,4289.78,,31
WELL007S-RES4,9/30/1985,3012.91,423780,4358.97,,30
WELL007S-RES4,10/31/1985,2421.65,459095,4824.43,,31
WELL007S-RES4,11/30/1985,2874.53,1200710,5528.91,,30
WELL007S-RES4,12/31/1985,2365.04,635670,4352.68,,31
WELL007S-RES4,1/31/1986,2666.96,635670,6239.68,,31
WELL007S-RES4,2/28/1986,1478.15,247205,9007.28,,28
WELL007S-RES4,3/31/1986,4679.76,1518545,16467.22,,31
WELL007S-RES4,4/30/1986,176.11991,0,597.55,,30
WELL008L-RES2,3/31/1978,805.12,105945,44.03,,31
WELL008L-RES2,4/30/1978,1622.82,176575,75.48,,30
WELL008L-RES2,5/31/1978,4170.27,494410,37.74,,31
WELL008L-RES2,6/30/1978,5950.34,635670,18.87,,30
WELL008L-RES2,7/31/1978,5868.57,635670,31.45,,31
WELL008L-RES2,8/31/1978,5591.81,741615,31.45,,31
WELL008L-RES2,9/30/1978,6749.17,706300,251.6,,30
WELL008L-RES2,10/31/1978,7403.33,776930,201.28,,31
WELL008L-RES2,11/30/1978,8214.74,317835,31.45,,30
WELL008L-RES2,12/31/1978,6390.64,812245,18.87,,31
WELL008L-RES2,1/31/1979,7994.59,741615,25.16,,31
WELL008L-RES2,2/28/1979,7956.85,776930,106.93,,28
WELL008L-RES2,3/31/1979,9032.44,953505,25.16,,31
WELL008L-RES2,4/30/1979,7673.8,776930,18.87,,30
WELL008L-RES2,5/31/1979,9101.63,882875,18.87,,31
WELL008L-RES2,6/30/1979,7239.79,776930,31.45,,30
WELL008L-RES2,7/31/1979,8070.07,1377285,50.32,,31
WELL008L-RES2,8/31/1979,8151.84,776930,62.9,,31
WELL008L-RES2,9/30/1979,9214.85,918190,44.03,,30
WELL008L-RES2,10/31/1979,10743.32,988820,25.16,,31
WELL008L-RES2,11/30/1979,10529.46,918190,56.61,,30
WELL008L-RES2,12/31/1979,9585.96,776930,169.83,,31
WELL008L-RES2,1/31/1980,9296.61991,776930,459.17,,31
WELL008L-RES2,2/29/1980,7132.86,600355,773.67,,29
WELL008L-RES2,3/31/1980,8107.81,882875,1239.13,,31
WELL008L-RES2,4/30/1980,7698.96,670985,1289.45,,30
WELL008L-RES2,5/31/1980,8667.62,670985,1383.8,,31
WELL008L-RES2,6/30/1980,8768.26,706300,1949.9,,30
WELL008L-RES2,7/31/1980,6208.23,565040,2037.96,,31
WELL008L-RES2,8/31/1980,6201.94,529725,2956.3,,31
WELL008L-RES2,9/30/1980,6944.16,494410,1991.22,,30
WELL008L-RES2,10/31/1980,8573.27,600355,2031.67,,31
WELL008L-RES2,11/30/1980,6837.23,600355,2069.41,,30
WELL008L-RES2,12/31/1980,6315.16,1836380,3063.23,,31
WELL008L-RES2,1/31/1981,5956.63,4944100,2962.59,,31
WELL008L-RES2,2/28/1981,3711.1,353150,1515.89,,28
WELL008L-RES2,3/31/1981,4447.03,353150,1610.24,,31
WELL008L-RES2,4/30/1981,4057.05,353150,1880.71,,30
WELL008L-RES2,5/31/1981,3428.05,70630,1547.34,,31
WELL008L-RES2,6/30/1981,2761.31,353150,823.99,,30
WELL008L-RES2,7/31/1981,534.65,70630,0,,31
WELL008L-RES2,8/31/1981,4057.05,247205,937.21,,31
WELL008L-RES2,9/30/1981,5843.41,388465,880.6,,30
WELL008L-RES2,10/31/1981,3616.75,211890,239.01991,,31
WELL008L-RES2,11/30/1981,1302.03,70630,69.19,,30
WELL008L-RES2,12/31/1981,0,0,0,,31
WELL008L-RES2,1/31/1982,0,0,0,,31
WELL008L-RES2,2/28/1982,666.74,35315,50.32,,28
WELL008L-RES2,3/31/1982,4767.81991,423780,522.05,,31
WELL008L-RES2,4/30/1982,4233.17,459095,528.36,,30
WELL008L-RES2,5/31/1982,4648.31,353150,251.6,,31
WELL008L-RES2,6/30/1982,4465.9,459095,75.48,,30
WELL008L-RES2,7/31/1982,7384.46,635670,44.03,,31
WELL008L-RES2,8/31/1982,7308.98,776930,25.16,,31
WELL008L-RES2,9/30/1982,6019.53,494410,31.45,,30
WELL008L-RES2,10/31/1982,6969.31991,565040,44.03,,31
WELL008L-RES2,11/30/1982,0,0,0,,30
WELL008L-RES2,12/31/1982,0,0,0,,31
WELL008L-RES2,1/31/1983,0,0,0,,31
WELL008L-RES2,2/28/1983,0,0,0,,28
WELL008L-RES2,3/31/1983,0,0,0,,31
WELL008L-RES2,4/30/1983,0,0,0,,30
WELL008L-RES2,5/31/1983,0,0,0,,31
WELL008L-RES2,6/30/1983,0,0,0,,30
WELL008L-RES2,7/31/1983,9573.38,670985,69.19,,31
WELL008L-RES2,8/31/1983,9780.95,1553860,144.67,,31
WELL008L-RES2,9/30/1983,9359.52,1871695,94.35,,30
